id,name_ja,name_en,type_primary,type_secondary,color,shape,genus_ja,rarity,type_1,type_2,motif_1,motif_2,motif_3,motif_4,texture_1,texture_2,texture_3,texture_4,texture_5,expression_1,expression_2,decoration_1,decoration_2,decoration_3,atmosphere_1,atmosphere_2,atmosphere_3
108,ベロリンガ,lickitung,ノーマル,,pink,upright,なめまわしポケモン,通常,ノーマル,,その他・不定形,,,,標準・なめらか,,,,,にこにこ・あどけない,,ちょくりつのすがた,,,かわいい,,
109,ドガース,koffing,どく,,purple,ball,どくガスポケモン,通常,どく,,どく,,,,ねばねば・ぷにぷに,,,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,とげ・ぶくぶく,,かわいい,ミステリアス,
110,マタドガス,weezing,どく,,purple,heads,どくガスポケモン,通常,どく,,どく,,,,ねばねば・ぷにぷに,,,,,ものしずか・クール,とぼけた・ユニーク,ふくすうのあたま,とげ・ぶくぶく,,ミステリアス,,
111,サイホーン,rhyhorn,じめん,いわ,gray,quadruped,とげとげポケモン,通常,じめん,いわ,いわ・つち・こうぶつ,けもの・じゅう,,,ごつごつ・かたい,,,,,ふつう・ナチュラル,,よつあしのすがた,とげ・こうぶつ結晶,,ナチュラル,,
112,サイドン,rhydon,じめん,いわ,gray,upright,ドリルポケモン,通常,じめん,いわ,いわ・つち・こうぶつ,,,,ごつごつ・かたい,,,,,ふつう・ナチュラル,,ちょくりつのすがた,とげ・こうぶつ結晶,,ナチュラル,,
113,ラッキー,chansey,ノーマル,,pink,upright,たまごポケモン,通常,ノーマル,,その他・不定形,,,,標準・なめらか,,,,,にこにこ・あどけない,,ちょくりつのすがた,,,かわいい,,
114,モンジャラ,tangela,くさ,,blue,legs,ツルじょうポケモン,通常,くさ,,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,おだやか・やさしい,ものしずか・クール,あし・つめ,はっぱ・はな,,おっとり,,
115,ガルーラ,kangaskhan,ノーマル,,brown,upright,おやこポケモン,通常,ノーマル,,その他・不定形,,,,標準・なめらか,,,,,ふつう・ナチュラル,,ちょくりつのすがた,,,ナチュラル,,
116,タッツー,horsea,みず,,blue,blob,ドラゴンポケモン,通常,みず,,みず・うみ,は虫類・ドラゴン,スライム・ぶよぶよ,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,,,ものしずか・クール,とぼけた・ユニーク,シンプル・そぼく,みずのしぶき,,ナチュラル,,
117,シードラ,seadra,みず,,blue,blob,ドラゴンポケモン,通常,みず,,みず・うみ,は虫類・ドラゴン,スライム・ぶよぶよ,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,,,ものしずか・クール,とぼけた・ユニーク,シンプル・そぼく,みずのしぶき,,ナチュラル,,
118,トサキント,goldeen,みず,,red,fish,きんぎょポケモン,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,りりしい・するどい,,ひれ,みずのしぶき,,ナチュラル,,
119,アズマオウ,seaking,みず,,red,fish,きんぎょポケモン,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,りりしい・するどい,,ひれ,みずのしぶき,,ナチュラル,,
120,ヒトデマン,staryu,みず,,brown,blob,ほしがたポケモン,通常,みず,,みず・うみ,スライム・ぶよぶよ,,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,,,とぼけた・ユニーク,,シンプル・そぼく,みずのしぶき,,ナチュラル,,
121,スターミー,starmie,みず,エスパー,purple,blob,なぞのポケモン,通常,みず,エスパー,みず・うみ,エスパー・ふしぎ,スライム・ぶよぶよ,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,,,ものしずか・クール,とぼけた・ユニーク,シンプル・そぼく,みずのしぶき,ほうせき・かがやき,ミステリアス,,
122,バリヤード,mr-mime,エスパー,フェアリー,pink,humanoid,バリアーポケモン,通常,エスパー,フェアリー,ひとがた,エスパー・ふしぎ,フェアリー・せいれい,,標準・なめらか,,,,,にこにこ・あどけない,ものしずか・クール,てあし・とくちょうてきなかお,ほうせき・かがやき,,かわいい,ミステリアス,
123,ストライク,scyther,むし,ひこう,green,bug-wings,かまきりポケモン,通常,むし,ひこう,むし,,,,こうかく・つや甲羅,,,,,ふつう・ナチュラル,,むしのはね,つばさ・はね,,おっとり,,
124,ルージュラ,jynx,こおり,エスパー,red,humanoid,ひとがたポケモン,通常,こおり,エスパー,こおり・ゆき,ひとがた,エスパー・ふしぎ,,つるつる・なめらか,こおり・つめたい,,,,りりしい・するどい,ものしずか・クール,てあし・とくちょうてきなかお,こおりのけっしょう,ほうせき・かがやき,かっこいい,ミステリアス,
125,エレブー,electabuzz,でんき,,yellow,upright,でんげきポケモン,通常,でんき,,でんき,,,,おび電・スパーク,,,,,にこにこ・あどけない,,ちょくりつのすがた,でんきの模様・ギザギザ,,かわいい,,
126,ブーバー,magmar,ほのお,,red,upright,ひふきポケモン,通常,ほのお,,ほのお・マグマ,,,,ほのお・ねっき,,,,,りりしい・するどい,,ちょくりつのすがた,ほのおのかざり,,かっこいい,ゆうかん,
127,カイロス,pinsir,むし,,brown,humanoid,くわがたポケモン,通常,むし,,むし,ひとがた,,,こうかく・つや甲羅,,,,,ふつう・ナチュラル,,てあし・とくちょうてきなかお,,,ナチュラル,,
128,ケンタロス,tauros,ノーマル,,brown,quadruped,あばれうしポケモン,通常,ノーマル,,けもの・じゅう,,,,もこもこ・ふわふわ,,,,,おだやか・やさしい,,よつあしのすがた,,,おっとり,,
129,コイキング,magikarp,みず,,red,fish,さかなポケモン,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,りりしい・するどい,,ひれ,みずのしぶき,,ナチュラル,,
130,ギャラドス,gyarados,みず,ひこう,blue,squiggle,きょうあくポケモン,通常,みず,ひこう,みず・うみ,スライム・ぶよぶよ,,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,,,ものしずか・クール,とぼけた・ユニーク,ほそながい,つばさ・はね,みずのしぶき,ナチュラル,,
131,ラプラス,lapras,みず,こおり,blue,fish,のりものポケモン,通常,みず,こおり,みず・うみ,こおり・ゆき,,,つるつる・なめらか,みずみずしい・うるおい,こおり・つめたい,,,ものしずか・クール,,ひれ,みずのしぶき,こおりのけっしょう,ナチュラル,,
132,メタモン,ditto,ノーマル,,purple,ball,へんしんポケモン,通常,ノーマル,,その他・不定形,,,,もこもこ・ふわふわ,,,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,,,かわいい,ミステリアス,
133,イーブイ,eevee,ノーマル,,brown,quadruped,しんかポケモン,通常,ノーマル,,けもの・じゅう,,,,もこもこ・ふわふわ,,,,,おだやか・やさしい,,よつあしのすがた,,,おっとり,,
134,シャワーズ,vaporeon,みず,,blue,quadruped,あわはきポケモン,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,おだやか・やさしい,ものしずか・クール,よつあしのすがた,みずのしぶき,,おっとり,,
135,サンダース,jolteon,でんき,,yellow,quadruped,かみなりポケモン,通常,でんき,,でんき,,,,おび電・スパーク,,,,,にこにこ・あどけない,,よつあしのすがた,でんきの模様・ギザギザ,,かわいい,,
136,ブースター,flareon,ほのお,,red,quadruped,ほのおポケモン,通常,ほのお,,ほのお・マグマ,,,,ほのお・ねっき,,,,,りりしい・するどい,,よつあしのすがた,ほのおのかざり,,ナチュラル,,
137,ポリゴン,porygon,ノーマル,,pink,legs,バーチャルポケモン,通常,ノーマル,,その他・不定形,,,,もこもこ・ふわふわ,,,,,にこにこ・あどけない,おだやか・やさしい,あし・つめ,,,かわいい,おっとり,
138,オムナイト,omanyte,いわ,みず,blue,tentacles,うずまきポケモン,通常,いわ,みず,みず・うみ,いわ・つち・こうぶつ,スライム・ぶよぶよ,,つるつる・なめらか,ごつごつ・かたい,みずみずしい・うるおい,,,ものしずか・クール,とぼけた・ユニーク,しょくしゅ・ひげ,みずのしぶき,とげ・こうぶつ結晶,ナチュラル,,
139,オムスター,omastar,いわ,みず,blue,tentacles,うずまきポケモン,通常,いわ,みず,みず・うみ,いわ・つち・こうぶつ,スライム・ぶよぶよ,,つるつる・なめらか,ごつごつ・かたい,みずみずしい・うるおい,,,ものしずか・クール,とぼけた・ユニーク,しょくしゅ・ひげ,みずのしぶき,とげ・こうぶつ結晶,ナチュラル,,
140,カブト,kabuto,いわ,みず,brown,armor,こうらポケモン,通常,いわ,みず,みず・うみ,いわ・つち・こうぶつ,,,つるつる・なめらか,ごつごつ・かたい,こうかく・つや甲羅,みずみずしい・うるおい,,ふつう・ナチュラル,,よろい・こうら,みずのしぶき,とげ・こうぶつ結晶,ナチュラル,,
141,カブトプス,kabutops,いわ,みず,brown,upright,こうらポケモン,通常,いわ,みず,みず・うみ,いわ・つち・こうぶつ,,,つるつる・なめらか,ごつごつ・かたい,みずみずしい・うるおい,,,ふつう・ナチュラル,,ちょくりつのすがた,みずのしぶき,とげ・こうぶつ結晶,ナチュラル,,
142,プテラ,aerodactyl,いわ,ひこう,purple,wings,かせきポケモン,通常,いわ,ひこう,いわ・つち・こうぶつ,とり・つばさ,,,ごつごつ・かたい,,,,,ものしずか・クール,,つばさ・はね,とげ・こうぶつ結晶,,ミステリアス,,
143,カビゴン,snorlax,ノーマル,,black,humanoid,いねむりポケモン,通常,ノーマル,,ひとがた,,,,標準・なめらか,,,,,ふつう・ナチュラル,,てあし・とくちょうてきなかお,,,かっこいい,,
144,フリーザー,articuno,こおり,ひこう,blue,wings,れいとうポケモン,伝説,こおり,ひこう,こおり・ゆき,とり・つばさ,,,つるつる・なめらか,こおり・つめたい,,,,どうどう・威厳,ものしずか・クール,つばさ・はね,こおりのけっしょう,,そうごん・でんせつ,,
145,サンダー,zapdos,でんき,ひこう,yellow,wings,でんげきポケモン,伝説,でんき,ひこう,でんき,とり・つばさ,,,おび電・スパーク,,,,,どうどう・威厳,にこにこ・あどけない,つばさ・はね,でんきの模様・ギザギザ,,そうごん・でんせつ,かわいい,
146,ファイヤー,moltres,ほのお,ひこう,yellow,wings,かえんポケモン,伝説,ほのお,ひこう,ほのお・マグマ,とり・つばさ,,,ほのお・ねっき,,,,,どうどう・威厳,にこにこ・あどけない,つばさ・はね,ほのおのかざり,,そうごん・でんせつ,かわいい,
147,ミニリュウ,dratini,ドラゴン,,blue,squiggle,ドラゴンポケモン,通常,ドラゴン,,は虫類・ドラゴン,スライム・ぶよぶよ,,,うろこ,ねばねば・ぷにぷに,,,,りりしい・するどい,ものしずか・クール,ほそながい,つの・うろこ模様,,かっこいい,,
148,ハクリュー,dragonair,ドラゴン,,blue,squiggle,ドラゴンポケモン,通常,ドラゴン,,は虫類・ドラゴン,スライム・ぶよぶよ,,,うろこ,ねばねば・ぷにぷに,,,,りりしい・するどい,ものしずか・クール,ほそながい,つの・うろこ模様,,かっこいい,,
149,カイリュー,dragonite,ドラゴン,ひこう,brown,upright,ドラゴンポケモン,通常,ドラゴン,ひこう,は虫類・ドラゴン,,,,うろこ,,,,,りりしい・するどい,,ちょくりつのすがた,つばさ・はね,つの・うろこ模様,かっこいい,,
150,ミュウツー,mewtwo,エスパー,,purple,upright,いでんしポケモン,伝説,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,どうどう・威厳,ものしずか・クール,ちょくりつのすがた,ほうせき・かがやき,,そうごん・でんせつ,ミステリアス,
151,ミュウ,mew,エスパー,,pink,upright,しんしゅポケモン,幻,エスパー,,エスパー・ふしぎ,,,,もや・はんとうめい,,,,,どうどう・威厳,にこにこ・あどけない,ちょくりつのすがた,ほうせき・かがやき,,そうごん・でんせつ,かわいい,ミステリアス
152,チコリータ,chikorita,くさ,,green,quadruped,はっぱポケモン,通常,くさ,,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,おだやか・やさしい,,よつあしのすがた,はっぱ・はな,,おっとり,,
153,ベイリーフ,bayleef,くさ,,green,quadruped,はっぱポケモン,通常,くさ,,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,おだやか・やさしい,,よつあしのすがた,はっぱ・はな,,おっとり,,
154,メガニウム,meganium,くさ,,green,quadruped,ハーブポケモン,通常,くさ,,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,おだやか・やさしい,,よつあしのすがた,はっぱ・はな,,おっとり,,
155,ヒノアラシ,cyndaquil,ほのお,,yellow,humanoid,ひねずみポケモン,通常,ほのお,,ほのお・マグマ,けもの・じゅう,ひとがた,,もこもこ・ふわふわ,ほのお・ねっき,,,,にこにこ・あどけない,,てあし・とくちょうてきなかお,ほのおのかざり,,かわいい,ゆうかん,
